Название;Жанр;Участники;Синглы;Альбомы;Дата основания;Описание;Координаты.x;Координаты.y;Студия.Название;Студия.Адрес;Лучший альбом.Название;Лучший альбом.Длительность
Ozgthhwevxbgkxv;POST_PUNK;7;29;15;1974-09-15;Dqurtqsihbrjnqtw Osfvca Ktlizetifcmcgdkfj Yxgivjkf;-114.869681;82;Eyuoqwnggpsh;Mjrzc Rbrmmkvyxbrjlsbpeuwtqw F;Nhj Nfnomyhkhny;177
Tzcbycxokuqejba;PROGRESSIVE_ROCK;5;25;16;1996-01-28;Hwgrfsatcxlhzsggwboekvmnmwtyeaxrxxoxyvozmnqnqlevgv;146.437879;-66;Kbuhmklbqcoo;Mgqabzerwenmvxrtcqcrnbqlkupimh;Xmviitopynirdkz;54
Riss Esoiaqgowg;PROGRESSIVE_ROCK;2;40;8;2000-12-28;Tdenppsrssqjrtrcftivhxriooviipadeqmn Xvafpggcegwhq;-13.853878;50;Qnydjtllgojj;Nngixqflmnfwpd Vwbaaewztsvitke;Ycceiyizyfwnvpf;32
Uwdiiegweggkwfm;POST_PUNK;2;29;5;1984-04-24;Zafvrszexhphxrbrgvtslgjltjlxkvxwsaegb Jyvyqczzdpyx;-30.415487;25;;;Xfimlvidhprhtnl;88
Yiijtfemrcpyqok;PROGRESSIVE_ROCK;5;41;8;1973-02-20;Zhxhydnnihpoqhrb Kjguqodbaappsacqtstkh Mgmahlwqnjk;-40.509404;-81;Aospjkwywhow;Ttjxklaskupzzccavklshbtywgjifg;Ysphpvhlgssglsm;74
Rohmtzdomeaxfrq;POST_PUNK;2;32;17;1968-08-27;;-17.886081;-44;Fpkbeipeusrl;Fsdqiff Zmrvnjlpjjsocpzmencwcc;Ss Tdcxhutrsqpx;72
Fenfuhxjtlmwjta;POST_PUNK;4;41;14;1999-01-16;Yfhvyfxckqerkhgrildvdsqonbxejrosnsyrfbjlzvyfsdwdte;-146.546724;3;Byizrxjlxuym;M Rysarqskzmkevrryui Vmqyxjrca;;
Ycguwfvzvtwyzkm;POST_PUNK;6;8;20;2005-05-03;Jjyadofvpxqtvymbepdrhpszaujlwvqblwkdarbznaboqwnlpp;-69.751278;-73;Hthzrtvrzkph;Cftzpbliwssjgdhnfagkczzqrqyamg;Szbjdzbfhncxwco;54
Psoyemantwtjcqi;BRIT_POP;5;38;13;2009-03-05;Rqxdtqnzdxancoagxxxheetothjvmgg Beclwcxvvpwmsomtgj;24.364795;-35;Zgx Yjcpjguv;Uybqluwjzyzstkmkeocaomueonjrtx;;
Oxkcxvlttsihap ;POST_PUNK;7;36;13;2022-07-11;Yveugwgndcxybxd Lmdsabqtzswotokfmgavtpjfeoxgblahwd;164.764027;69;Kvjkqaphftrg;Zmgwfoxxovnpduoitlaigcodpdhsax;Wutcflz Gmghopg;88
Cvvicnfbauelxsv;PROGRESSIVE_ROCK;8;21;1;1972-07-06;;-12.472310;-90;Jdgluyyzsolm;Uetsndunkuzigjnwbzngiqpwjopmkw;Rcpoiejkzynipk ;67
Afh Jkiwvrkvpub;PROGRESSIVE_ROCK;;8;5;2013-06-22;Ofwpfxbjjwuhumoitxjvnjymhb T Lrvoqusmggralhejjdwjk;142.108774;13;Arsuemceazjn;Sdtutyhgxecpgwdqjhxsdhndpvobfe;Jowpnkqlmvhoeol;164
Lbvaentcninduvh;PROGRESSIVE_ROCK;3;30;9;2009-05-13;;32.656378;-38;;;;
Qbljfuwuqkw Esh;POST_PUNK;3;34;18;1993-09-08;Mnbhdenxqexauctvxonutjtdtbqcdwurugfnuthokajbmostei;-146.871902;16;Vzzssfvsoszk;Khsczjocmpnzwhgxbmtddpzgdmgipv;Bvhgmvbiefaedhf;44
Rikehwjlok Exsr;POST_PUNK;4;23;17;1980-07-16;Wzcbm  Utvebsrtjojdlpkcgmxdwcdqnhglfmpjykuhxtcgehi;79.300036;-19;Rngwprceueej;Rpo Gngzr Ecdywyryhgyfjupsvngy;Esciqpddysmiruz;56
Jhbggirkoocftry;BRIT_POP;6;35;19;2000-08-25;Teckousamvnmoix Ouzdhvwaxycfulpytuwfqofwwfbempbkiv;-107.746571;-17;Phkdqttskgbo;Hmwchvsubwnvvkuhqvbaokciqyfptg;Akkhldlcnh Apeq;109
Caxfbiryqnbnntp;POST_PUNK;1;9;8;2007-01-14;Irihtibhewntxjxarfp Cvijtxckbblkndrabyqdviycuffdsz;-125.956588;-40;;;Tkvdfzgjaewzzjq;148
Drzmqoqizumbfut;POST_PUNK;;11;3;1974-08-21;Xhxz Apghxtofjkmyceumtvhvhqkrhkjjxdghoetbzzdgwiejs;-163.443602;44;Preopzkkweg ;Hlvrfsolzeugbkr Penmqpnfshelyf;Izxqcyoqtizaiik;48
Purfikpenqbjyak;POST_PUNK;5;48;5;1962-04-11;;32.047122;-14;Stkodatrcvci;Uyxfecnfdbnilvanohfytnm Ouzpwk;;
Pmfdxtauvxoqvxq;PROGRESSIVE_ROCK;1;34;14;2011-09-04;Bwxtojgfxaj Wvutlzcvnq Dwrmalvkuqhhhclwgbe Tmqxrav;-46.667317;-49;Ieewrcyueoux;Mmvvcmhdtlwrhkxbvzeqnoamxhhfna;Yjsnxjckusxttft;72
Jkohtjusbjfqlsk;PROGRESSIVE_ROCK;5;47;14;2007-10-22;;54.162387;30;Movdyctoxpqk;Bbzenrsecibbthtqibcmraizrobghj;Avrnxirhgcmmtsh;72
Evblzvmkmyqfgxq;POST_PUNK;8;31;12;1998-12-24;Pscibsddfbxgnluicbuyzevbvugqrnpdkgctunaxqocvghqjku;156.705882;-7;Ytvjaaqtzfvg;Ppwhepdnllkrtgiaexvojtriujrcrk;;
Tufabolpgoqz Fo;BRIT_POP;2;35;11;1976-02-16;Q U Clcgrohaqtovtcfcovrjjktwqoyacme Sojfdetdyfpmbx;-24.349811;52;Savtoubbifik;Uqlltbtzkfrtacyyxcxejkeflkapot;Ibznfxsbxokanpe;118
Hzfrhjqxzlpobem;PROGRESSIVE_ROCK;6;20;1;1970-10-14;Tvxlqqnjctkxnpx Ldrfmustkqxwjlkkfzupnqxzurjtcrptsa;-118.219046;28;Affyxrdiqwhy;Xywxwzedeghbshuxvskzvzarrqppbl;Aastjkuppfqczdl;114
Uowilfpryanhwny;POST_PUNK;4;40;20;2023-08-20;Bmrulvmimkadqaqmxvozmtafjjkxddlozhmgkfuetghguxmczj;-161.552529;45;Zcelyfpwfarz;Pnkcrhp Mesxvvolamjjwekmiomnho;Rmhcynbqbgippqt;163
Ubcqzbzeoymqivm;;1;6;13;1996-07-12;B Nmvwklyhyniltqeuvgv Ecidnumybrggbztvhp Pghsgvptw;20.235276;-88;Xdngfgifyawe;Nfpujcxynij Nvwuzsmni Bghgnqnn;Dwfmnbtew Fnuk ;53
Sfjqsvrsfgfebi ;POST_PUNK;8;32;19;1987-06-05;Yzvaywqupfzxodxhdfcoluifjvgcijnhxbx Jyezkoudbxloof;-168.513554;-14;Jlvrgguunfsb;Debebka Tyocqlzhbwcsscfthskkzj;;
Vblqcckduuejphq;PROGRESSIVE_ROCK;5;34;20;1971-12-04;Mnrtsifzsgdemk Saqbbiwidlaoklxrkyunlpisevkzthqrk V;176.278087;-4;Mrrl Ltixwmf; Gwojpzlwdkkgzcmwwuumtwyekpjxp;R Viqyftuqvkthi;96
Zifgwfknuanqsuc;PROGRESSIVE_ROCK;8;42;16;1984-04-12;Yjcnhlpjdxrakwenzlabfdhcobevqjvwyebmsvvsbtgoruweem;-151.207795;87;Xpyyaorxjpcn;Ctpiocqjisvjzqofiynxkpcttpcuww;Bzqkqvyaiaaqoyg;66
Kqfmmdp Tmixdrn;POST_PUNK;1;1;18;1969-06-23;Laihusrohlrsawwdzgoarftyrlaxearqbxk Vtrvipsik Dyjl;52.221456;-65;Mohrckclvb A;Pbawoowmliavdzrhenchdgiggmuqjx;Awditlfldlekhcj;109
Fhrvtyarpsxivwl;;6;20;16;1967-12-12;Vfimlqekxxptqewkvhlircyleutoasllfyckzyiavewkmpkslx;-73.745628;22;;;Koofcxof Tqjpbw;74
Rdkirgehtwiceim;PROGRESSIVE_ROCK;7;19;7;1965-10-15;;-146.303373;6;Jvgtiinncqhf;Mczfcdojakkkaxxyapbjqzlijdpdxg;Nlsyngugjfqpasc;58
Ffidafolwemfxym;BRIT_POP;1;30;18;1999-12-18;Uddiigyastspougbhrddgxjfmbugygrdrptqggnktnonvlsodv;-11.641176;-52;Zbuiuaunpinm;Ifxuzeytrdaecrpkitprobilncpgpk;Vzwcxumonerzwnf;78
Cheuepwzfooyjii;BRIT_POP;4;44;19;1964-09-17;Zxmkj Uluidcmpymdxdsujsjnjhjivyifbbhtlwjgpgfzrdcsd;-71.673960;-67; Inojklpzyvq;Yewrrglyokr Bzslliyhxxmhzrmpyp;Gydfshmdthmytns;52
Nttyieherdquama;PROGRESSIVE_ROCK;6;38;13;1963-04-10;Hphtu Jnzdwxbvvfgukxgusgbkba Khgwegxuntegwordwchse;172.843673;-52;Uuucedczfnpd;Wdbsxsxcafejazuvlmunhalpiapepn;Sfjybctfoeakfct;70
Tfqffzgqpvqmxyp;POST_PUNK;6;31;9;1963-08-24;;-109.754596;23;Jceadclyqanl;Dk Zjyzvidcrisuedqjxrrkvooigav;Kynwlcribijuluq;151
Sckchqxwmoorlei;PROGRESSIVE_ROCK;7;39;18;1972-10-24;Zarxnjs Gfrilu Zjgkxuzzgiygwwqsqlfvrimlqwjmythizms;-78.091771;-54;Fbaofleuasyi;Plnqskxfusae Ultevophlilxfgsaz;;
Atrcrdyhweppvgr;;6;3;8;1961-09-27;Nfcmsomqgcu Tuzjitrlvmlxzonydyzjyiajtalknerthmjxvt;31.788038;-85;Rlvvovlxhmjb;Tdwuospt Gldnx Yrvinwqr Qjvgvv;Hvbupbqdqspfxda;50
Tncbnwbnhiutydl;BRIT_POP;4;37;20;1988-01-03;Kmgckxwstilvttsgwdkzpnuxtzxedfptqdzswhqzwxpgfznjyg;91.780059;-78;Iflcitzhvdta;Nhdvehgkowiepgtpbftcahuerulppp;Jwbdjcv Eybuhlj;102
Sjnrryczoquvild;POST_PUNK;4;50;20;2016-05-04;;11.523203;29;Iqxnauaiigqi;Dyhbcxaakinubcpdanrxecrtrolyoi;Xdyiwhwyhkssoyd;165
Lrlglteumeyhyzm;BRIT_POP;5;43;5;2015-12-02;Mlazgxzexcpdvoxbqhxdssezimkwcpovniaglpisntkgowpquj;119.662734;-44;Gdx W  Bjevw;Kgcohjomawradxtgldshvrykmallks;Jxfbwlyjwbugzhd;173
Kgoyhtbsdyfmxwu;POST_PUNK;;50;12;1976-10-28; Exymnwqxhbtslnephcowtickgkwpidkkzetb Oxuarhpuoz W;-49.042006;-19;;;;
Uzdoecqozvfzasz;POST_PUNK;1;23;16;1976-06-13;Xvkjxtzymbdyrofcqbjxoyolnicvspwxxgsdqrwnfsccirorjh;36.964083;86;Ojczsiux Ojy;Wdcbfthvrkawhlzwt Fhlrsobmjghk;Vcuqohwqvgyextj;179
Suafcyuvfofatqs;;;22;14;2003-12-10;;173.935281;14;Udticuc Cbrt;Ufheofqkacuyfutgjuuqmundtivdsy;Ajyxaeeroppxqhf;144
Rbztwsmfjhzze U;BRIT_POP;3;47;11;1977-03-09;I Lzzlhqjxaieyijihppxwfgqnuovskgjsnmtp  Dkjuimxmso;121.862479;21;Cjovtfpuazeq;Ljdmnlyqqfroptrxiskwpwsrjzezkr;;
Fcytnfmwdjqlgfm;POST_PUNK;7;32;2;2005-12-05;Mrfnoweulbntozzgodwejuxeqevnbjfktzquwpixudhbggzwfl;3.287383;87;Wzwrwpw Hgys;Wbqgixyinumtjdqrugeafayrqnwgoc;Idwfxdbgkepcocw;70
Xwtlbtdmcueixjt;POST_PUNK;6;4;7;1983-04-20;Djlrlnxfzfuctninnleczgyyaykgstvdcrxmqcqrapmuwthlnk;-77.525280;87;Ukjgelpkpibc;Eebqvvjjrngdedbtpjogremnrzombd;Lgpkkgtvmybuive;171
Qycgmjgpayedzjj;POST_PUNK;7;19;15;2004-07-26;Wtcruleh Xrhakaqyfvyencvffvjjhvtoyrxiczbrpkipgnddw;68.406824;-49;Slabhriypqip;Ihqgvnrvnpggrmmytfjzqgsmwywczi;Yptztghliqyqxns;154
Vggpqitonxbsfik;BRIT_POP;4;3;11;1985-12-02;Rxhiglahspkmjjgwbtlkmqyosweabmspgnjxhozzpugptfxhbb;79.591226;59;Pqjadanrjlkr;Znwusyjjigtjzftwzfbbwyqbrmwsvz;Jlnzvljsbgojwyl;44
Gyxooktniichvkw;PROGRESSIVE_ROCK;1;41;5;1985-12-18;;87.436507;17;Horadezqymom;Khunjcqxnbqkamaxfnbquardtaawtx;;
Xpxzjbgdtyyload;POST_PUNK;4;15;15;1960-06-12;;116.573414;-80;;;Aooxbuhgllajovf;54
Uyndwntgfguepdg;POST_PUNK;5;7;3;1975-08-28;Av Bizgwlbfgokpcyhzfosooqtwkghurzmafnriupgete Ydlq;51.310525;49;Liagvmrhhgfk;Fzegfiyfonzqdogtioexilidyamdek;Vvfehzyvtna Mky;131
Xnsbxslyszxalzr;PROGRESSIVE_ROCK;2;38;13;1991-11-22;Kzrymzdrraudonyyymhwuhttgphnrrtupfzcyhmqwbtecbpqwf;-7.585430;39;;;Fd Eratudogusec;142
Hyspewcfjfmnerh;BRIT_POP;1;48;17;1976-06-24;Gryytq Bttumdehcjilyucggimxmrjiqzlopeucuzhaqmqsgkq;-137.232885;23;Qsbveavqgcgt;Hllydqixayrcibiqkokcclnkhflfwm;Hlnegoejcccjihe;89
Remphnrkyfmbtoo;POST_PUNK;1;42;3;2000-06-13;Avqk S Glgvxmvczdoszqduyaepmuucbybefj Ksujvotvjorv;-156.376622;88;Qtinyxafvp Z;Ltu Ndrbbxyqjacwnlcepepkcxejq ;;
Xvbhzihojlmrvum;PROGRESSIVE_ROCK;4;50;6;1995-08-12;Ijfoycmhoejjxhmelymdpwktktsmxoybeikuspfqnayabm Eof;-38.629853;-86;Kqtkegxifsvv;Vlylsczwtcpjwsjvmbifixchjvepaj;;
Iwqabdfpxkmhkry;POST_PUNK;2;24;9;2022-06-27;Ym Rxobtbadfhmgunqih  Qxwibxktwtkygjjixzaixpnjtdfi;123.215679;-64;Evbxetfchpzp;Uwwutknxwnrjjznxp Bo Dxqagceep;Rfxqzznkrv Cbuf;130
Bcdmnbyxtgkfokc;POST_PUNK;1;19;11;1974-01-17;Vajhkytidujogfshxbqdnggtbjeyxlgjucrqinqasyytacrjkt;74.418518;-56;Iguwmfjauph ;Wclhprtczyyagmxji Yn Xeojxltfb;Jamlbifdcqpyzce;128
Cmfjuhnuwqhtbzd;BRIT_POP;4;25;12;1962-01-27;;50.911924;8;Zjcjgwjvggwk;Erfaepeyecohxoqchcj Zstzbwgxcc;G Entydfyrlzoxl;116
Vgfoxenlmrdxrpj;BRIT_POP;8;24;3;1972-04-13;Oalcjgewbmwdioytqbsqzyzsddkekxsssosiygzyusxybwgfyp;95.893413;-27;Tobpaibxrkjw;Sqwkszdyhtiqzibkzfbfxibnuiiwjd;Shimbuzhlf Ehw ;96
Mccbtdkbqmhoauv;BRIT_POP;5;16;9;1985-10-15;Xofuiljuafjurhdhszxsseuovspmmhyexskagtkzapc Ycnrts;132.870264;37;Opfqtcivfkir;Xvvlnyoithvsqecdhrpiqykzxydsar;Fqltmwibgtfujri;76
Tmugxxysagbtjzm;BRIT_POP;3;35;11;1963-02-25;Rwzqbcfgzseyjihsthoqixbdlmzjetfnczc Xvepdbjbdlwkec;-59.893191;72;Rnljtttyioww;Bodpc Siibtttunnptggfdtyjhwhko;Ybtw Daulbdppzf;55
Wxusixhfhklxmlm;PROGRESSIVE_ROCK;6;6;1;2014-02-12;V Afflyllsbsiskhngvjlglwqapkatd Rqtbieqyprfyjfhqix;-68.843882;-78;;;Jhzdjbskrtjfh G;56
Fitvnzucljjlcxn;PROGRESSIVE_ROCK;1;18;16;1988-02-01;Yuvqvawzzqsdruncpp Kqfbndrunlncisprgnolclczaxkcjzh;29.769963;-70;Oiavpjxybwbg;Zchllzwuikiagvoa Dcnmnjbzxjvoe;Kjqkumswcfxgerq;99
Ncxxfdkqfzzjdzj;POST_PUNK;5;10;6;2008-07-06;Puisbzwquv Lpxavuaympxrrctjvbnckdckegunyszooueqqvg;86.225736;-32;Gmglpjhrtcna;Ixkitdkwhuhiioameubguohlpnbeef;Yxjqhqsepsnzxhi;153
Sautmjtgxqhavoa;BRIT_POP;5;13;5;1978-03-16;Uervhwmtccenrfleajxowit Upcjkwmfjikhgggb Wqzfssutf;0.173304;-79;Exiljqbpqvlh;Dbyighhpvpobyywfvwwazspvrhvjtr;Bhfcpndohcj Mez;159
Edysnwrdbbztrbj;POST_PUNK;8;25;6;2013-04-08;Pjnizgpwcor Qpdftzwfewjwlxlgtntvhswmecphfrnlnxajww;-123.226292;-74;Renw Kcpnoea;Q Dhxtvxzawhtjgvakvwbufwklzkev;Qxhggknquesbxjz;103
Dgeflmxscxvjwlj;BRIT_POP;6;2;15;2015-03-19;Kcqhapkfcrwnqpdaqfdaukyapkmyycfwkabbtbpbnujhkpbfeq;-133.744573;70;Fxcnvxtlaazo;Jrcaabzsfkdlwwfakxcihtkbjmczqe;Otnqjlziojhubrj;137
Zjlwlgehcpmlhzz;POST_PUNK;3;19;5;1989-08-19;Phqypisgjzcz Ogloxeeyesphespmotsqybgavjenegrg Etyz;-167.554638;-3;Agzvbzvhqacj;Abvqehjgcpchotmfyyebfnetokcxsi;Aeajysltprivpqm;96
Vztbkkrjdxzru B;POST_PUNK;5;3;2;1962-03-27;Wucrehzczytqdcfuuxhierdzaejxfyfokpogtuvoeeolmuwtqn;20.006298;14;Tbqa Olyuzal;Szcwubfcnzcvgtszudsebqyckytfif;;
Wqocxupjbcssibd;;5;38;14;1985-05-06;Bsstyodfsycdnqjhvcrhpoopamsyjbstlugsqvh Wbbiylosaz;-123.635526;28;Zyxadcsocmlu;Wkqzdiksecqqydjwtytzuwwfbpaecb;Xlwdbzvxxyvnbvo;144
Rptbluinlzgsyda;POST_PUNK;;47;16;1988-06-11;Dfjafxshqujjinunytftvszipgfvlyoxyxyurhofhkbcumthya;40.170588;39;Ptwjlaeoiywe;Ococrwnvedbu Rxthfxmoxohqvbiwk;Zuudtdppbehsnsx;30
Zfqfeybbofgytiq;BRIT_POP;8;32;4;1960-09-06;Ewngyqltszqzbdmcusqfektxrepychjhjlntpxour Tpejsrha;-33.628518;-69;Bopsqtovxgke;Hobdoegeeoolsrmsbmwmgpganhwrzp;Ptelavukkovtwvd;164
Dmmcwusmgtnkxkt;POST_PUNK;;25;17;1999-04-25;Beiclfvovzkkzurdkleikomstzlzkqjxsphjrcvzpnwxlnajjl;15.621525;34;;;Vjphrgthhdczgvv;116
Ptmlxlinzrgjctz;BRIT_POP;5;37;20;1976-08-10;Lhkoxwxxxrkqeqgtaaymsdeqhqvhblieszdafkzujxdrynatpz;-56.928437;-13;Nifemqkthifp;Bipgcyaczxttmgbetaqmdqkpyroixi;Xaidzeyevleufmo;54
Mezqltzruaqrppw;POST_PUNK;2;48;12;2022-08-10; Iuhgjvvxymboiruqgoudquagsrnehgfszthtywlqxofiujtws;-151.820412;2;Knjnepjhpksy;Xggtdhauekbejsdcezoirvsxdnmqzy;Jdymeslruhvjgac;65
S Prmmxereefrok;BRIT_POP;3;25;18;1991-12-03;Uopwvzjwckercprmdoypfbaemvqjpxrnboihsadjjhpjtxquiq;-110.997337;-74;;;Aquvimqjeykhlmz;69
Bzsbioctcgojwqm;BRIT_POP;4;8;17;2007-01-13;Zstluipfuktabmfwybxhlqptjnukxqpkjvajpjdnqizdvpxkmy;-81.717480;11;Qlbyxnwksl T;Wxgnl Em Jznyqbpfxpwtbtniuzhsa;Kodhaqdakopivgo;31
Njqvkbjgpjytrqq;;4;28;3;1960-04-27;;50.436915;10;;;Goagsqyewejonuh;89
Kexdvjxompcxwof;POST_PUNK;5;13;11;1971-07-19;Chcjjtaoutyofjoeqn Oskyvubvwcropiqeqllfwfpeuez Jmm;-107.361319;11;Injpmiycsisj;Lwwgkgzcwrkayglzusmzkltbojampv;Npye Finykemxhu;50
Vgkaqytbdcccplv;BRIT_POP;6;43;12;2009-05-11;;44.389317;35;Hsklvwwxhpoo;Sypx R Xvgjehbwmkyksfetysmqykc;Qccnqy Macqfpe ;141
Xrwmkjqrwaqjvik;BRIT_POP;7;36;8;1990-12-18;Npifclkmlfntaupwoaeblyntdpudpusmylizgjljsgprgxuisl;-110.277818;87;Sbmuhuvetbhw;Mxlwyjxtkvblhyln Ohfydcxcisrza;;
Xujutgaadbchpsh;POST_PUNK;2;16;20;1967-08-24;Ppupctlexploxiefkvuobhpkikszpoujkwlcmwxlhituaezahh;120.492006;-76;Gzffetlomscm;Gtzxnxevllkbxcflnenujcdmijugue;Qsesiytwycufheo;123
Vnztagbhmdvbheb;BRIT_POP;1;22;8;2019-05-07;;-100.028016;-29;Hfpvaiaysnld;Nywagknjoqsdomrnt Upkgav Iyzvo;Ecmmdpdzbftjjrw;122
Rpuvkzszxdwyvdd;BRIT_POP;1;19;14;1961-01-12; Awyxxiyhqdfejqlvmmsjgmookcvamlinwsdzxiaoqsappdttm;92.215389;-85;Hgqvzpjmthjf;Mugjmlpyvixhrseomwmbhwjshhcxrn;Lamefgqyjpckhfx;48
Vqddiuoyaockitw;PROGRESSIVE_ROCK;8;21;20;1978-01-21;B Jwpvtcwfsewlecxsqdwjrpjcqapgctroufsornbcbkyufuhi;-170.687027;3;;;Wmknyomgylxsxng;123
Wdxqwpqqrlatzbc;BRIT_POP;2;2;19;1986-07-12;;-19.406188;69;Dgbuxzhmawnw;Ywmnxdstyikrcthmbytlvpueuccbop;;
Pjg Hulvreyyzdx;POST_PUNK;1;17;10;2018-08-25;Atwoxpkqcstcgerzhcdndpphukrudldfzlsokapipoqenybqcq;36.116116;-76;;;Scdsmtphwsldsai;91
Hfrdyhodhaevhaw;POST_PUNK;2;33;9;2010-10-16;;-32.686939;62;Wjogptivvhyu;Inhwppscuqiwjfkiprjmcjzlyurtkc;Jyozbpmyyfcbkpq;96
Anzwozznobyfios;;3;7;1;1965-04-03;Sb Fizhnaubglbl Ualirvatnbneprgnpsmbdykrlubqtbdahf;174.166709;-26;Mzifjjfumbof;Avlbubgirisyceppcgefayqqrbqsjn;Hltocmcvexmkgcv;70
Opkbewlzjlcvavc;BRIT_POP;2;20;4;2010-07-09;Bqb Zgugcwscgejrizveiltfnqosqbwqdkbhmwp Rpxskkjjir;-175.424211;-48;Grgpfuradaun;Gjpkwisyieowydckyfuwpqskj Xlpt;Y Jqvvjetbhktew;98
Girnrlje Oasvyk;POST_PUNK;6;32;14;2018-03-03;Taqcwshloppkakaeipilnegutuljjxfxfflikwlxllhokkzsqg;-57.593456;-20;;;Inrtav Woigxkml;97
Ipcmexbhjddqihx;POST_PUNK;3;32;20;2008-01-02;Frnjiruxspnxmyrivdikdcjpxqjnkzpdkwsrfzypntbfjnxtxd;-63.159828;10;Jsuulhgdhdem;Lrplwidwwmyyodwzucrfzmkozyvpuf;Hitdzkdrczssbpa;103
Fhughswzslqg Vy;POST_PUNK;4;9;7;2002-06-22;Fi Uvhvxwksckmhyhxmsvkdjhzgbxosbtqwkvvybqtrphwryou;81.251752;60;Ga Jkjtzisjh;Bgvljocdmkkevxe Jw  Ujlcaqzlws;Sifssubccfzjder;102
Otdvsnhveyuwvwz;BRIT_POP;3;6;13;1985-02-15;Mbwxjqzlv Hzq Defzqkbxjyhzqrjz Xnauziejzazkueyrzex;-34.493948;17;Sbuxbfrasiuc;Xuawrhgcj Hjkwmnrnfinmygcbu Vx;Hdm Uaquyrfjsvn;66
Yrmtnlwoyykpsqr;BRIT_POP;5;27;17;1967-10-13;Zpqnjgtuwktqofhrehruuycscghdgygvem Gsatcwh Dattjwc;-36.918329;-14;Hbpneurpetuu;Dnawnnkkenxjmyjegajajsrobyqimu;Jzyjazgpzztbazj;82
Ligpwdrq Yomibq;PROGRESSIVE_ROCK;4;15;14;2005-07-15;Lzysahdiasythbnqhmkbeiocbdwfdcvqlvpazdon Pogslugq ;-48.680541;45;M Zuxtgmeu P;Haqnnpcfmtjxyptusuwxehrgygrwop;Us Rhubjgbqyiwf;64
Srbpaasyhmfnusz;;5;13;10;1996-12-07;Qtxcyhtbdp Dngqideylysrsdryzkpk Ninhebtfgtxrfnljis;-2.712210;-38;Amdrhhoamoxu;Uhuyqufahqchbdxqgrxgpfoxegmjzx;Hjvnemtbrnkmsdy;45
Datsqevbwfjjlwq;BRIT_POP;4;19;2;2017-03-11;Ux Zlovthxemxmdmqzbyjmaxejmwzlxuwewlbuyjbttcca Rxw;170.111345;-26; Plticqddspm;Ozbwfqawfksdcmuuanbchnmulxznvl;Vuarouvqevgvjtz;53
Xyzkchkbbcazzhz;POST_PUNK;8;14;4;2006-03-07;;124.421418;-8;Ktxoxnabsoeu;Zphcbytlffr Pegyaotvygrkfivzig;;
Tyjlmfmjb Ttoqj;PROGRESSIVE_ROCK;5;43;3;1990-01-10;Yihmwsgndjhzmjoufnmykhqcao Ztzcirkifhzaurfedetomfg;-171.104242;-82;;;Pworqhfrmvbfces;119
Imfugaep Guwgsu;PROGRESSIVE_ROCK;;47;15;1998-03-25;Pbzujvhrwdcruiwoze Sovedaoxiwutgnfzgloqiebfvaurari;-2.532381;-3;Reicspbkib H;Ersmynyoglyieynzdhxhvezuvnvqug;;
Bmpwbqikicoyykk;PROGRESSIVE_ROCK;;47;17;1973-02-21;Aeaamjkuzsbbojgtoxezcbsiqzgkgxdfxgpuavakuxhzrvzock;31.471059;16;;;E Ykvfecjlbgira;84
Qkxjxpjrfuuxeju;BRIT_POP;1;49;11;1974-10-15;;108.229100;57;Wmhobp Ypme ;Doqqqsglngdlqpxhlyeirngv Bdybp;;
Nyikvyeoxpbfclv;POST_PUNK;1;19;7;2001-10-05;Xbeubigmkjsdzapxhstlhgecfvxsyptbdbnxyxtpagaowrbfqq;-43.684137;49;Hyfcxlpngjgp;Trqdkkqznocucoezcqnfhfoflnznou;Ckkkfbhvwsafshb;126
Urjqvbfxkvpbjmz;POST_PUNK;;5;2;1968-10-16;Uymgmd Zjrlcsitukhrfqedrksbv Ykzfd Cbwnuzvxcktigwa;-76.953067;-46;Fxfhgndsnpbq;Cykwmreyczsablknibdfbjasiirhpt;Szfxbulrptierwh;48
Vmlknkrjwhrtnmn;PROGRESSIVE_ROCK;8;41;14;1974-01-16;Fwirl Rfgch Oprduzqll Bvpfeyctbgyeexyicbwfhqmpkaoz;-163.053349;-5;Jundkcuywxcm;Vnvrtcbifdoyvsmxhurnevgwywswur;Blyhynfldgzqlct;107
 Flolgfefqgujlu;PROGRESSIVE_ROCK;4;19;4;1980-07-08;Odlhrblatqxifjvjvvxrgfduvxnbspjvugvyotirmxfnucjshk;164.437381;3;Dwogbatnnzvm;Pwumippykuawczzxwhyserpknoekqr;Vpbbnssgwkvrklq;146
Iqmkxbcgqglfsvy;;8;48;18;1999-08-17;Wbrqeylmwukbwilvujvgrfxtxxrvfmxmrxwlegtgubygwwucxk;106.063172;76;;;;
Vbnxdaqthedghkv;POST_PUNK;6;39;2;2000-04-09; Dmlvsshwmkzebcuqhqgzniacmlbgkqjcloblwanqwjgjugqdc;-30.409917;43;Wtcabyhdkkjn;Gtufseh Ua Eflwrbhtkdazxifucpq;Mfqoovxkhwslszb;147
Qwzaklyafuksqqs;PROGRESSIVE_ROCK;1;14;8;1998-05-28;Weucpphx Deowpptfuocyf  Gqadfdrwdcichpfbsibirzabhg;-142.546049;-46;Kulngbickble;Svkoxkrqerlkyxbmlmjvqvlooaxhoh;Fpdkiqytzygymte;46
